Country Name,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
West Bank and Gaza,,,,,,,,,,,,,,,,76.7,72.6,68.9,65.3,61.9,58.7,55.8,53,50.4,47.9,45.6,43.3,41.2,39.3,37.5,35.9,34.4,33.1,31.9,30.8,29.7,28.7,27.8,26.9,26.1,25.3,24.6,23.9,23.3,22.6,22,21.3,20.7,20.1,19.4,18.8,18.2,17.5,16.9,17.2,15.8,15.2,14.7,14.1,13.7,13.2,12.7,12.3,
