Country Name,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
West Bank and Gaza,,,0.0414915084838867,,0.0254939887672663,,-0.0879821851849556,,-0.329601347446442,-0.37824472784996,-0.0212552063167095,-0.496897280216217,-0.303130626678467,-0.116835959255695,-0.440319508314133,-0.108424991369247,-0.113489478826523,-0.453298777341843,-0.257587939500809,-0.258733332157135,-0.283548146486282,-0.485357046127319,-0.183015376329422,-0.0616638585925102,-0.226567178964615,-0.35441330075264,-0.578033030033112,-0.761419832706451,-0.702682197093964,
