"states","Hattacks","Fattacks","lag.states","states.discrete"
-7.29794226442188,1,0,-6.99758325299297,-7.31647634086991
-7.51238184481167,1,0,-7.29794226442188,-7.51647634086991
-7.72461654432437,1,1,-7.51238184481167,-7.71647634086991
-6.85558686085769,0,0,-7.72461654432437,-6.86647634086991
-6.76186789261842,1,0,-6.85558686085769,-6.76647634086991
-6.95219774341509,1,0,-6.76186789261842,-6.96647634086991
-7.14026936180129,0,0,-6.95219774341509,-7.11647634086991
-7.00223058213037,0,0,-7.14026936180129,-7.01647634086991
-6.86471899878356,1,0,-7.00223058213037,-6.86647634086991
-6.996635803404,1,0,-6.86471899878356,-7.01647634086991
-7.12629860786303,0,0,-6.996635803404,-7.11647634086991
-6.97017524647091,1,0,-7.12629860786303,-6.96647634086991
-7.10141638793256,1,0,-6.97017524647091,-7.11647634086991
-7.23041350846077,0,0,-7.10141638793256,-7.21647634086991
-7.07363437896653,1,0,-7.23041350846077,-7.06647634086991
-7.06728137256643,1,0,-7.07363437896653,-7.06647634086991
-7.05868109423842,1,0,-7.06728137256643,-7.06647634086991
-7.04783272489815,1,0,-7.05868109423842,-7.06647634086991
-7.0400183387943,0,0,-7.04783272489815,-7.01647634086991
-6.74640956956814,1,0,-7.0400183387943,-6.76647634086991
-6.73684814713828,0,0,-6.74640956956814,-6.71647634086991
-6.81583306635312,1,0,-6.73684814713828,-6.81647634086991
-7.17887194420847,1,0,-6.81583306635312,-7.16647634086991
-7.53967417794219,0,0,-7.17887194420847,-7.51647634086991
-7.67536082383916,1,0,-7.53967417794219,-7.66647634086991
-8.09518328918585,1,0,-7.67536082383916,-8.11647634086991
-8.58962757975782,1,1,-8.09518328918585,-8.56647634086991
-8.10957586075869,0,0,-8.58962757975782,-8.11647634086991
-8.40495428600294,0,0,-8.10957586075869,-8.41647634086991
-8.70099350197414,0,0,-8.40495428600294,-8.71647634086991
-9.08954027851992,0,0,-8.70099350197414,-9.06647634086991
-9.47881304527322,0,0,-9.08954027851992,-9.46647634086991
-9.86884887629407,0,1,-9.47881304527322,-9.81647634086991
-9.56906475686993,1,1,-9.86884887629407,-9.56647634086991
-9.50995831063351,0,0,-9.56906475686993,-9.51647634086991
-9.75859090698004,0,0,-9.50995831063351,-9.76647634086991
-9.89445818063322,0,0,-9.75859090698004,-9.81647634086991
-10.0311281042995,1,0,-9.89445818063322,-9.81647634086991
-10.4521582090074,1,0,-10.0311281042995,-9.81647634086991
-10.7274971737326,1,0,-10.4521582090074,-9.81647634086991
-10.9263715142477,0,0,-10.7274971737326,-9.81647634086991
-10.8398216051388,0,0,-10.9263715142477,-9.81647634086991
-10.6276161792104,0,1,-10.8398216051388,-9.81647634086991
-9.36546571980539,1,0,-10.6276161792104,-9.36647634086991
-9.44873470770405,1,0,-9.36546571980539,-9.46647634086991
-9.51188284366465,1,1,-9.44873470770405,-9.51647634086991
-8.52219902086046,0,0,-9.51188284366465,-8.51647634086991
-8.30798464023446,1,0,-8.52219902086046,-8.31647634086991
-8.2536005227998,1,1,-8.30798464023446,-8.26647634086991
-7.14626460869157,1,0,-8.2536005227998,-7.16647634086991
-7.09781160843423,1,1,-7.14626460869157,-7.11647634086991
-6.02951390708055,0,0,-7.09781160843423,-6.01647634086991
-5.73644824635666,0,0,-6.02951390708055,-5.71647634086991
-5.50995429288592,0,0,-5.73644824635666,-5.51647634086991
-5.37848433430125,0,1,-5.50995429288592,-5.36647634086991
-4.19656941867521,1,0,-5.37848433430125,-4.21647634086991
-4.43994513227626,0,0,-4.19656941867521,-4.41647634086991
-4.47966145380793,1,0,-4.43994513227626,-4.46647634086991
-4.80320923866569,1,0,-4.47966145380793,-4.81647634086991
-5.12429412298394,1,0,-4.80320923866569,-5.11647634086991
-5.38749564456096,0,1,-5.12429412298394,-5.36647634086991
-4.39260611849327,1,0,-5.38749564456096,-4.41647634086991
-4.74266242813561,1,1,-4.39260611849327,-4.76647634086991
-4.04985338243151,0,0,-4.74266242813561,-4.06647634086991
-4.13208783590396,0,1,-4.04985338243151,-4.11647634086991
-3.1615027245298,0,0,-4.13208783590396,-3.16647634086991
-3.25220168477591,0,0,-3.1615027245298,-3.26647634086991
-3.34609413640996,1,0,-3.25220168477591,-3.36647634086991
-3.80549842004882,0,0,-3.34609413640996,-3.81647634086991
-3.982235410074,0,0,-3.80549842004882,-3.96647634086991
-3.76929128959667,0,0,-3.982235410074,-3.76647634086991
-3.55656646261622,0,1,-3.76929128959667,-3.56647634086991
-2.2308032552538,0,0,-3.55656646261622,-2.21647634086991
-1.96623548035948,0,0,-2.2308032552538,-1.96647634086991
-1.63780946762482,0,0,-1.96623548035948,-1.61647634086991
-1.3990906367441,0,0,-1.63780946762482,-1.41647634086991
-1.16036536314438,0,0,-1.3990906367441,-1.16647634086991
-0.920475750891879,0,0,-1.16036536314438,-0.916476340869909
-0.680534112980772,0,0,-0.920475750891879,-0.666476340869909
-0.545421385768261,0,0,-0.680534112980772,-0.56647634086991
-0.410220912987512,0,0,-0.545421385768261,-0.416476340869909
-0.210463052942392,0,0,-0.410220912987512,-0.216476340869908
-0.0105855461368527,0,0,-0.210463052942392,-0.0164763408699091
0.189430643619974,0,0,-0.0105855461368527,0.18352365913009
0.525263038557474,0,0,0.189430643619974,0.533523659130092
0.667376180233735,0,0,0.525263038557474,0.68352365913009
0.809692573451476,0,0,0.667376180233735,0.833523659130091
0.985575241266159,0,0,0.809692573451476,0.983523659130091
1.16169146567344,0,0,0.985575241266159,1.18352365913009
1.33805801985663,0,0,1.16169146567344,1.33352365913009
1.1861532160155,0,0,1.33805801985663,1.18352365913009
1.06375240037153,0,0,1.1861532160155,1.08352365913009
0.941592586856909,0,0,1.06375240037153,0.93352365913009
0.89979821319008,0,0,0.941592586856909,0.883523659130091
0.858229226773009,0,0,0.89979821319008,0.833523659130091
0.816881668605145,0,0,0.858229226773009,0.833523659130091
0.830499806851924,0,0,0.816881668605145,0.833523659130091
0.824419716013634,0,0,0.830499806851924,0.833523659130091
0.818557833430914,0,0,0.824419716013634,0.833523659130091
0.799338114013808,0,0,0.818557833430914,0.783523659130092
0.780334214098427,0,0,0.799338114013808,0.783523659130092
0.761544323766926,0,0,0.780334214098427,0.783523659130092
0.765185775642643,0,0,0.761544323766926,0.783523659130092
0.769039794375792,0,0,0.765185775642643,0.783523659130092
0.641318267668081,0,0,0.769039794375792,0.633523659130091
0.532713382121516,0,0,0.641318267668081,0.533523659130092
0.4242989229278,0,0,0.532713382121516,0.43352365913009
0.316064564771339,0,0,0.4242989229278,0.333523659130091
0.272844238361124,0,0,0.316064564771339,0.283523659130092
0.22978958855227,0,0,0.272844238361124,0.233523659130091
0.028550569703955,1,0,0.22978958855227,0.0335236591300916
-0.400821622762831,0,0,0.028550569703955,-0.416476340869909
-0.543767119757967,1,0,-0.400821622762831,-0.56647634086991
-0.970169228316311,0,0,-0.543767119757967,-0.96647634086991
-1.07469734119921,1,0,-0.970169228316311,-1.06647634086991
-1.46273263106009,1,0,-1.07469734119921,-1.46647634086991
-2.02565399776071,0,0,-1.46273263106009,-2.01647634086991
-2.016348979165,0,0,-2.02565399776071,-2.01647634086991
-2.00709630509359,0,0,-2.016348979165,-2.01647634086991
-1.99789509432841,0,0,-2.00709630509359,-2.01647634086991
-2.16524601200992,0,0,-1.99789509432841,-2.16647634086991
-2.33266345506269,0,0,-2.16524601200992,-2.31647634086991
-2.50016336820432,0,0,-2.33266345506269,-2.51647634086991
-2.60235305616138,0,0,-2.50016336820432,-2.61647634086991
-2.70465089925214,0,0,-2.60235305616138,-2.71647634086991
-2.80706664025004,0,0,-2.70465089925214,-2.81647634086991
-2.86791423226694,1,0,-2.80706664025004,-2.86647634086991
-3.21243978595668,0,0,-2.86791423226694,-3.21647634086991
-3.38022510567852,0,0,-3.21243978595668,-3.36647634086991
-3.53454177911198,0,0,-3.38022510567852,-3.51647634086991
-3.68905538866675,0,0,-3.53454177911198,-3.66647634086991
-3.84378065010856,0,0,-3.68905538866675,-3.86647634086991
-4.0091345767335,1,0,-3.84378065010856,-4.01647634086991
-4.60317941259924,0,0,-4.0091345767335,-4.61647634086991
-4.91119778254525,1,0,-4.60317941259924,-4.91647634086991
-5.52841904818115,1,0,-4.91119778254525,-5.51647634086991
-6.14324648174139,1,0,-5.52841904818115,-6.16647634086991
-6.43825333939109,0,0,-6.14324648174139,-6.41647634086991
-6.30351041829075,1,0,-6.43825333939109,-6.31647634086991
-6.41134426660129,1,0,-6.30351041829075,-6.41647634086991
-6.51686837200284,1,0,-6.41134426660129,-6.51647634086991
-6.62009278453576,0,0,-6.51686837200284,-6.61647634086991
-6.3475437689151,1,0,-6.62009278453576,-6.36647634086991
-6.35900411239701,0,0,-6.3475437689151,-6.36647634086991
-6.17026457824153,0,0,-6.35900411239701,-6.16647634086991
-5.96728083294384,1,0,-6.17026457824153,-5.96647634086991
-6.04827023077851,1,0,-5.96728083294384,-6.06647634086991
-6.09538491200562,0,0,-6.04827023077851,-6.11647634086991
-5.85661524389811,0,0,-6.09538491200562,-5.86647634086991
-5.81912658793312,0,0,-5.85661524389811,-5.81647634086991
-5.78205245031355,1,0,-5.81912658793312,-5.76647634086991
-5.92080110971872,0,0,-5.78205245031355,-5.91647634086991
-5.77364879255273,1,0,-5.92080110971872,-5.76647634086991
-5.81327960267221,1,0,-5.77364879255273,-5.81647634086991
-5.85054371063162,0,0,-5.81327960267221,-5.86647634086991
-5.60190015075541,1,0,-5.85054371063162,-5.61647634086991
-5.59228877959754,1,0,-5.60190015075541,-5.61647634086991
-5.60968818776254,1,0,-5.59228877959754,-5.61647634086991
-5.62470150386665,1,0,-5.60968818776254,-5.61647634086991
-5.55668846059744,1,0,-5.62470150386665,-5.56647634086991
-5.58212118982582,0,0,-5.55668846059744,-5.56647634086991
-5.32162068684958,0,0,-5.58212118982582,-5.31647634086991
-5.13847865930005,1,0,-5.32162068684958,-5.11647634086991
-5.23923084035632,0,0,-5.13847865930005,-5.21647634086991
-5.05401713257619,0,0,-5.23923084035632,-5.06647634086991
-4.848413014809,0,0,-5.05401713257619,-4.86647634086991
-4.64313096532041,0,0,-4.848413014809,-4.66647634086991
-4.69639168933741,0,0,-4.64313096532041,-4.71647634086991
-4.71416892012608,1,0,-4.69639168933741,-4.71647634086991
-5.0157999485643,0,0,-4.71416892012608,-5.01647634086991
-5.0314438087677,1,0,-5.0157999485643,-5.01647634086991
-5.33097168365424,0,0,-5.0314438087677,-5.31647634086991
-5.35378113784434,0,0,-5.33097168365424,-5.36647634086991
-5.36658914177336,0,0,-5.35378113784434,-5.36647634086991
-5.3099460821474,0,0,-5.36658914177336,-5.31647634086991
-5.25366904687947,0,0,-5.3099460821474,-5.26647634086991
-5.19775267618495,1,0,-5.25366904687947,-5.21647634086991
-5.37619653398041,1,0,-5.19775267618495,-5.36647634086991
-5.55223206213679,1,0,-5.37619653398041,-5.56647634086991
-5.76302890179941,1,0,-5.55223206213679,-5.76647634086991
-5.92981251230186,1,0,-5.76302890179941,-5.91647634086991
-6.09424051915526,1,0,-5.92981251230186,-6.11647634086991
-6.25632858236543,1,0,-6.09424051915526,-6.26647634086991
-6.41609213908366,1,0,-6.25632858236543,-6.41647634086991
-6.60731219659495,1,0,-6.41609213908366,-6.61647634086991
-6.79624117504282,1,0,-6.60731219659495,-6.81647634086991
-7.05263834080586,1,0,-6.79624117504282,-7.06647634086991
-7.30678684004913,1,0,-7.05263834080586,-7.31647634086991
-7.55871087769401,1,0,-7.30678684004913,-7.56647634086991
